"id","note_a","note_b","note_c","note_d","note_e","note_num","id_chapter_id","note_a_en","note_b_en","note_c_en","note_d_en","note_e_en","note_num_en"
"152","لا يشمل البندان 40.01 و 40.02، المطــاط ومخاليط المطاط المضافة، قبل أو بعد التخثر، مع : # 1 -  المسرعات أو المبطئات أو المنشطات أو العوامل المبركنه الأخر (عدا التى تضاف لتحضير عصارات المطاط الطبيعى "" اللاتكس"" الذى أخضع لبركنة أولية) ؛ # 2 -  الألوان السطحية ( بيجمنت ) والمواد الملونه الأخـــر ، عدا تلك التى تضاف فقط    لتسهيل تمييزها ؛ # 3 -  المواد الملدنة أو عوامل التمدد ( ما عدا الزيوت المعدنية المستخدمة فى حالة المطاط الممدد بالزيت)، والمواد المالئة، الخاملة أو الفعالة، وعوامل التقوية، والمذيبات العضوية، أوأى مواد أخر، بإستثناء تلك المسموح بها بالفقرة (ب) أدناه؛","يبقى المطاط أو مخاليط المطاط، التى تحتوى على المواد المذكورة أدناه، داخلين فى البندين 40.01 أو 40.02، وفقاً للحال، بشرط أن يحتفظ كل من المطاط أو مخاليط المطاط بصفته الأساسية كمادة خام :#  1 -  عوامل الإستحلاب أو العوامل المضادة لللزوجة # 2 -  كميات قليلة من منتجات تفكك عوامل الإستحلاب ؛ #   3 -  كميات قليلة جداً مما يلى : $  العوامل الحساسة للحرارة (بصورة عامة للحصول على المطاط اللاتكس الحساس للحرارة)، عوامل ذات نشاط سطحى كاتيونية (بصورة عامة للحصول على مطاط ""اللاتكس "" المحتوى على شحنات كهربائية موجبة)، ومضادات التأكسد، أو المخثرات، أو عوامل التفتت، أوالعوامل المقاومة للتجمد، أو العوامل المساعدة على التحول الى سائـل غروى ، والعوامل الحافظة ، والمثبتات ، عوامل ضبط اللزوجة، أو غيرها من الإضافات المماثلة لأغراض خاصة .",,,,"ملاحظة 5:","40","Headings 40.01 and 40.02 do not apply to any rubber or mixture of rubbers which has been compounded, before or after coagulation, with : #  (i)     vulcanising agents, accelerators, retarders or activators (other than those added for the preparation of pre‑vulcanised rubber latex) # (ii)     pigments or other colouring matter, other than those added solely for the purpose of identification; #  (iii)    plasticisers or extenders (except mineral oil in the case of oil‑extended rubber), fillers, reinforcing agents, organic solvents or any other substances, except those permitted under (B);","The presence of the following substances in any rubber or mixture of rubbers shall not affect its classification in heading 40.01 or 40.02, as the case may be, provided that such rubber or mixture of rubbers retains its essential character as a raw material : #  (i)     emulsifiers or anti‑tack agents; #(ii)     small amounts of breakdown products of emulsifiers; #(iii)     very small amounts of the following : heat‑sensitive agents (generally for obtaining thermosensitive rubber latexes), cationic surface‑active agents (generally for obtaining electropositive rubber latexes), antioxidants, coagulants, crumbling agents, freeze‑resisting agents, peptisers, preservatives, stabilisers, viscosity‑control agents, or similar special‑purpose additives.",,,,"Note 5:"
"153","لأغراض تطبيق البند 40.04 ، يقصد بعبارة ""نفايات وفضلات وقصاصات""، النفايات والفضلات والقصاصات المتبقية من عملية تصنيع وشغل المطاط والأصناف المصنوعة من المطاط، غير الصالحة للإستعمال نهائياً بحالتها بسبب التقطيع أو الإهتراء أو لأسباب أخر",,,,,"ملاحظة 6:","40","For the purposes of heading 40.04, the expression “waste, parings and scrap” means rubber waste, parings and scrap from the manufacture or working of rubber and rubber goods definitely not usable as such because of cutting‑up, wear or other reasons.",,,,,"Note 6:"
"154","الخيـوط من المطاط المبركن ، التى يزيد أكبر مقاس لمقاطعها العرضى عن 5 مم ، تبند كأشرطة أو عيدان أو أشكال خاصة (البند 40.08) .",,,,,"ملاحظة 7:","40","Thread wholly of vulcanised rubber, of which any cross‑sectional dimension exceeds 5 mm, is to be classified as strip, rods or profile shapes, of heading 40.08.",,,,,"Note 7:"
"155","يشمل البند 40.10 سيور نقل المواد وسيور نقل الحركة وسيور الآلات المصنوعة مــن أقمشة ",,,,,"ملاحظة 8:","40","Heading 40.10 includes conveyor or transmission belts or belting of textile fabric impregnated, coated, covered or laminated with rubber or made from textile yarn or cord impregnated, coated, covered or sheathed with rubber.",,,,,"Note 8:"
"156","يقصـد بعبارات "" ألواح ""، "" صفائح ""، "" أشرطة ""، فى البنود 40.01، 40.02، 40.03، 40.05، و40.08 فقط، الألواح والصفائح والأشرطة والكتل ذات الشكل الهندسى المنتظم، غير المقطعة أوالمقطعة بصورة بسيطة بأشكال مستطيلة أو مربعة، حتى وإن أعطاها هذا التقطيع صفة الأصناف الجاهزة ، سواءً كانت مطبوعة أو مشغولة السطح بطريقة أخرى، ولكن ليست مقطعة بأشكال أخر أو مشغولة بدرجة أكثر من ذلك. ويقصد بعبارات ""عيدان"" و ""أشكال خاصة"" الواردة فى البند 40.08 فقط، العيدان والأشكال الخاصة، وإن كانت مقطعة بأطوال معينة أو مشغولة السطح، ولكن غير مشغولة بطريقة أخرى .",,,,,"ملاحظة 9 :","40","In headings 40.01, 40.02, 40.03, 40.05 and 40.08, the expressions “plates”, “sheets” and “strip” apply only to plates, sheets and strip and to blocks of regular geometric shape, uncut or simply cut to rectangular (including square) shape, whether or not having the character of articles and whether or not printed or otherwise surface‑worked, but not otherwise cut to shape or further worked. # In heading 40.08 the expressions “rods” and “profile shapes” apply only to such products, whether or not cut to length or surface‑worked but not otherwise worked.",,,,,"Note 9:"
"157","لايشمل هذا الفصل : # أ -  القصاصات أو النفايات المماثلة من صلال أو جلود خام (البند 05.11) ؛ # ب - جلود الطيور أو أجزاء جلود الطيور، بريشها أو بزغبها (البند 05.05 أو البند 67.01، وفقاً للحال) ؛  # ج - الصلال والجلود الخام، المدبوغة أو المهيأة، بشعرها أو بصوفها (الفصل 43) ؛ غير أنه تدخل في الفصل 41، وبالتحديد، الجلود الخام بشعرها أو بصوفها من فصائل البقر (بما في ذلك الجاموس )، وفصائل الخيـل والضأن (بإستثناء جلود خراف إستراخان، وبرودتيل، وكراكول، وأغنـام إيران أو ما شـابهها، وجلود خراف الهند والصين ومنغوليا والتبت)، والماعز (بإستثناء جلود ماعز اليمن أو منغوليا أو التبت وصغارها)، و الخنازير (بما في ذلـك الخـنازير البريـة الأمريكية "" بكارى "") والشموا والغزلان والرنة والأيائل والظباء والكلاب .",,,,,"ملاحظة 1:","41","This Chapter does not cover : # (a)   Parings or similar waste, of raw hides or skins (heading  05.11); #  (b)   Birdskins or parts of birdskins, with their feathers or down, of heading  05.05 or 67.01; or # (c)   Hides or skins, with the hair or wool on, raw, tanned or dressed (Chapter 43); the following are, however, to be classified in Chapter 41, namely, raw hides and skins with the hair or wool on, of bovine animals (including buffalo), of equine animals, of sheep or lambs (except Astrakhan, Broadtail, Caracul, Persian or similar lambs, Indian, Chinese, Mongolian or Tibetan lambs), of goats or kids (except Yemen, Mongolian or Tibetan goats and kids), of swine (including peccary), of chamois, of gazelle of camels (including dromedaries), of reindeer, of elk, of deer, of roebucks or of dogs.",,,,,"Note 1: "
"158"," لا تشمل البنود من 41.04 إلى 41.06، الصلال والجـلود التي أخضعت لعملية دباغة على الوجهين (بما فيها الدباغة الأولية)، (البنود من 41.01 إلى 41.03، وفقاً للحال) .","لأغراض البنود من 41.04 إلى 41.06، فـإن عبـارة "" صلال وجلود معالجة قبل التجفيف محتفظة بالقشرة الخارجية (كرست) ""، تشمل الصـلال والجلود المعاد دباغتها أو تلوينها أو تشريبها لدرجة الإشباع بالنقع قبل عملية التجفيف .",,,,"ملاحظة 2:","41","Headings 41.04 to 41.06 do not cover hides and skins which have undergone a tanning (including pre-tanning) process which is reversible (headings 41.01 to 41.03, as the case may be).","For the purposes of headings 41.04 to 41.06, the term “crust” includes hides and skins that have been retanned, coloured or fat-liquored (stuffed) prior to drying.",,,,"Note 2:"
"159","يقصد بعبارة ""جلد مجدد""، حيثما وردت في جـدول التعريفة، الأصناف المذكورة فقط في البند 41.15 .",,,,,"ملاحظة 3:","41","Throughout the Nomenclature the expression “composition leather” means only substances of the kind referred to in heading 41.15.",,,,,"Note 3:"
"160","لايشمل هذا الفصل : #  أ   -  الخيوط الجراحية المعقمة أو  المواد المعقمة المماثلة لإغلاق الجروح (البند 30.06) ؛ #  ب -  الألبسة ولوازمها ( عدا القفازات العادية والقفازات بلا أصابع وقفازات تكسو الأصابع الأربع معاً والإبهام منفرداً) من جلد، المبطنة بفراء طبيعية أو إصطناعية وكذلك الألبسة ولوازم الألبسة من جلد، المتضمنة أجزاء خارجية من فراء طبيعية أو إصطناعية  (البند43.03  أو البند 43.04، وفقاً للحال )،، إلا إذا كانت هذه الأجزاء لا تزيد عن كونها مجرد زخارف بسيطة ؛  #  ج -  الأصناف الجاهزة المصنوعة من الشباك (البند 56.08) ؛  #  د -  أصناف الفصل 64 ؛ #  هـ -  أغطية الرأس وأجزاؤها الواردة فى الفصل 65 ؛ #و -  السياط، وسياط الفروسية وغيرها من أصناف البند 66.02 ؛   #  ز -  أزرار الأكمام، الأساور وغيرها من أصناف حلى الغواية "" المقلدة "" (البند 71.17)؛  # ح -  لوازم أو زخارف عدة الحيوانات والسراجة (مثل ، الركاب والشكيمة والأبازيم)، المقدمة على  حدة (القسم الخامس عشر بصفة عامة) ؛ # ط -  الأوتار الموسيقية وجلود الطبول والأدوات المماثلة وغيرها من أجزاء الأدوات الموسيقية   (البند 92.09)  # ى -  أصناف الفصل 94 (مثل ، الأثاث وأجهزة الإنارة) ؛ # ك -  أصناف الفصل 95 (مثل ، لعب الأطفال وألعاب المجتمعات وأصناف التسلية أو الرياضة) ؛  # ل -  الأزرار ، أزرار الكبس (الكبسون)، قوالب الأزرار أو الأجزاء الأخر المماثلة لتلك الأصناف، أزرار غير تامة الصنع (البند 96.06) .",,,,,"ملاحظة 1:","42","For the purposes of this Chapter, the term “leather” includes chamois (including combination chamois) leather, patent leather, patent laminated leather and metallised leather.",,,,,"Note 1: "
"161","بالإضافة إلى أحكام الملاحظة "" 1 "" أعلاه، فإن البند 42.02 لايشمل : # 1 -  الأكياس المصنوعة من صفائح اللدائن ، وإن كانت مطبوعة، أو مزودة بمقابض ، غير المصممة للإستعمال على المدى الطويل (البند 39.23) ؛ # 2 -  الأصناف من مواد الضفر (البند 46.02) .","إن أصناف البنود 42.02 و 42.03، المحتوية على أجزاء من معادن ثمينة أو معادن عادية مكسوة بقشرة من معادن ثمينة، أو من لؤلؤ طبيعى أو مستنبت، أو من أحجار كريمة أو شبه كريمة (طبيعية أو تركيبية أو مجددة)، تبقى داخلة فى هذه البنود حتى وإن كانت هذه الأجزاء تشكل أكثر من مجرد تركيبات أو زخارف بسيطة، بشرط ألا تضفى هذه الأجزاء  الصفة الرئيسية على تلك الأصناف. أما إذا أضفت هذه الأجزاء صفتها الرئيسية على تلك الأصناف، فإنها تبند فى الفصل 71 . ",,,,"ملاحظة 2:","42","This Chapter does not cover : # (a)    Sterile surgical catgut or similar sterile suture materials (heading  30.06); #(b)    Articles of apparel or clothing accessories (except gloves, mittens and mitts), lined with furskin or artificial fur or to which furskin or artificial fur is attached on the outside except as mere trimming (heading  43.03 or 43.04); #(c)    Made up articles of netting (heading  56.08); # (d)    Articles of Chapter 64; # (e)    Headgear or parts thereof of Chapter 65; # (f)    Whips, riding‑crops or other articles of heading 66.02; #(g)    Cuff‑links, bracelets or other imitation jewellery (heading 71.17); #(h)    Fittings or trimmings for harness, such as stirrups, bits, horse brasses and buckles, separately presented (generally Section XV); #  (ij)    Strings, skins for drums or the like, or other parts of musical instruments (heading  92.09); #   (k)    Articles of Chapter 94 (for example, furniture, luminaires and lighting fittings); # (l)    Articles of Chapter 95 (for example, toys, games, sports requisites); or #  (m)    Buttons, press‑fasteners, snap‑fasteners, press‑studs, button moulds or other parts of these articles, button blanks, of heading  96.06.",,,,,"Note 2:"
"162","من أجل تطبيق أحكام البند 42.03 ، فإن عبارة "" الألبسة ولوازم الألبسة "" ، تشمل فيما تشم القفازات العادية والقفازات بلا أصابع وقفازات تكسو الأصابع الأربع معاً والإبهام منفرداً (بما فى ذلك قفازات الرياضة والوقاية) والمآزر وغيرها من الألبسة الواقية، والحمالات، والأحزمة، وأحزمة الأكتاف وأساور المعاصم، بإستثناء أساور الساعات (البند 91.13) .",,,,,"ملاحظة 3:","42"," In addition to the provisions of Note 2 above, heading  42.02 does not cover : # (a)     Bags made of sheeting of plastics, whether or not printed, with handles, not designed for prolonged use (heading  39.23); # (b)     Articles of plaiting materials (heading  46.02).","Articles of headings 42.02 and 42.03 which have parts of precious metal or metal clad with precious metal, of natural or cultured pearls, of precious or semi-precious stones (natural, synthetic or reconstructed) remain classified in those headings even if such parts constitute more than minor fittings or minor ornamentation, provided that these parts do not give the articles their essential character. If, on the other hand, the parts give the articles their essential character, the articles are to be classified in Chapter 71.",,,,"Note 3:"
"163",,,,,,,"42","For the purposes of heading  42.03, the expression “articles of apparel and clothing accessories” applies, inter alia, to gloves, mittens and mitts (including those for sport or for protection), aprons and other protective clothing, braces, belts, bandoliers and wrist straps, but excluding watch straps (heading  91.13).",,,,,"Note 4:"
"164","بإستثناء جلود الفراء الخام الداخلة فى البند 43.01، يقصد بكلمة "" فراء"" أينما وردت فى جدول التعريفة، جلود جميع الحيوانات المدبوغة أو المهيأة غير المنزوعة الشعر أو الصوف .",,,,,"ملاحظة 1:","43","Throughout the Nomenclature references to “furskins”, other than to raw furskins of heading 43.01, apply to hides or skins of all animals which have been tanned or dressed with the hair or wool on.",,,,,"Note 1: "
"165","لا يشمل هذا الفصل : #  أ  -  جــلود الطيور أو أجزاء جلودها ، بريشها أو زغبها (البند 05.05 أو البند 67.01 ، تبعاً   للحال)؛ # ب -  الصلال والجلود الخام غــير المنزوعة الشــعر أو الصـوف الداخلة فى الفصل 41 ، بموجب   الملاحظة 1 (ج) منه ؛ # ج -  القفازات العادية والقفازات بلا أصابع وقفازات تكسو الأصابع الأربع معاً والإبهام منفرداً المصنوعة من جلود وجلود بفراء طبيعـية أو من جـلود وجلود بفراء مقلدة (البند 42.03)؛ #  د -  أصناف الفصل 64 # هـ -  أغطية الرأس وأجزاؤها، الداخلة فى الفصل 65 ؛  # و -  أصناف الفصل 95 (مثل لعب الأطفال، ألعاب المجتمعات وأصناف التسلية ولوازم الرياضة)؛",,,,,"ملاحظة 2:","43","This Chapter does not cover : #(a)   Birdskins or parts of birdskins, with their feathers or down (heading 05.05 or 67.01); #(b)   Raw hides or skins, with the hair or wool on, of Chapter 41 (see Note 1 (c) to that Chapter); # (c)   Gloves, mittens and mitts, consisting of leather and furskin or of leather and artificial fur (heading 42.03); #(d)   Articles of Chapter 64; #(e)   Headgear or parts thereof of Chapter 65; or # (f)   Articles of Chapter 95 (for example, toys, games, sports requisites).",,,,,"Note 2:"
"166","يشمـل البنــد 43.03، جـلود الفراء وأجزاؤها المجمعة بإضافة مواد أخر، وجلود الفراء وأجزاؤهـا  المخيطه معاً بشكل ألبسه أو أجزاؤها أو لوازمها أو بشكل أصناف أخر ",,,,,"ملاحظة 3:","43","Heading 43.03 includes furskins and parts thereof, assembled with the addition of other materials, and furskins and parts thereof, sewn together in the form of garments or parts or accessories of garments or in the form of other articles.",,,,,"Note 3:"
"167","يدخل فى البند 43.03 أو البند 43.04، تبعاً للحال، الألبسة ولوازمها من جميع الأنواع (عدا ما إستثنى من هذا الفصل بموجب الملاحظة 2)، المبطنة بفراء طبيعية أو إصطناعية وكذلك الألبسة ولوازمها المحتوية عـلى أجزاء خارجية من فراء طبيعية أو إصطناعية متى كانت هذه الأجزاء تزيد عن كونها مجرد زخارف بسيطة ",,,,,"ملاحظة 4:","43","Articles of apparel and clothing accessories (except those excluded by Note 2) lined with furskin or artificial fur or to which furskin or artificial fur is attached on the outside except as mere trimming are to be classified in heading 43.03 or 43.04 as the case may be.",,,,,"Note 4:"
"168","تعتبر ""فراء مقلدة"" بالمعنى المقصود فى جدول التعريفة، ما حصل عليه تقليداً للفراء بتثبيت الأصـواف أو الوبر أو غيرها من الألياف بواسطة اللصق أو الخياطة على الجلود أو النسج أو غيرها من المواد ، بإستثناء الفراء المقلدة المتحصل عليها بالنسج أو بالتصنير (بصفة عامة البند 58.01 أو البند 60.01)",,,,,"ملاحظة 5:","43","Throughout the Nomenclature the expression “artificial fur” means any imitation of furskin consisting of wool, hair or other fibres gummed or sewn on to leather, woven fabric or other materials, but does not include imitation furskins obtained by weaving or knitting (generally, heading 58.01 or 60.01).",,,,,"Note 5:"
"169","لايشمل هذا الفصل : # أ - الأخشاب بشكل شـظايا أو نشارة أو الخشب بشكل مهروس أو مجروش أو مسحوق من الأنواع المستعملة بصفة رئيسية في صناعة العطور أو في الصيدلة أو في أغراض إبادة الحشرات والفطريات أو في أغراض مماثلة (البند 12.11)؛ # ب - الخـيزران (البوص الهندى "" البامبو "") أو المواد الأخر ذات الطبيعة الخشبية، من النوع المسـتخدم بصفـة رئيسـية للضفر، بحالتهـا الخام وإن كانت مشقوقة أو منشورة طولياً أو مقطعة بأطوال (البند 14.01)؛ # ج - الخشـب في شكل شظايا أونشارة أو مجروش أو مسحوق من الأنواع المستعملة بصفة رئيسية في الصباغة أو الدباغة (البند 14.04)؛  # د - الفحم المنشط (البند 38.02)؛  # هـ - الأصناف الداخلة في البند 42.02؛  # و - الأصناف الداخلة في الفصل 46؛ # ز - أصناف الأحذية وأجزاؤها المذكورة في الفصل 64؛ # ح - الأصناف الداخلة في الفصل 66 (مثل، عصى المشى والمظلات وأجزاؤها)؛ # ط - الأصناف الداخلة في البند 68.08؛ # ى - حلى الغواية (المقلدة) الداخلة في البند 71.17؛ # ك - أصناف القسم السادس عشر أو السابع عشر (مثل، أجزاء الآلات ومحافظ وأغطية وخزائن الآلات والأجهزة وعدد إصلاح وضبط إتزان العجلات "" الدواليب "")؛  # ل - أصناف القسم الثامن عشر (مثل، صناديق الساعات، والأجهزة الموسيقية وأجزاؤها)؛  # م - أجزاء الأسلحة النارية (البند 93.05)؛ #  ن - الأصناف الداخلة في الفصل 94 (مثل، الأثاث أو أجهزة الإنارة أو لوازم الإضاءة أو المبانى مسبقة الصنع). # س - الأصنـاف الداخلة في الفصل 95 (مثـل، لعب الأطفال وألعاب المجتمعات وأدوات ولوازم الرياضة )؛ # ع - الأصنـاف الداخلة في الفصـل 96 (مثـل، غلايين التدخين وأجزاؤها والأزرار وأقلام الرصاص)، بإستثناء الهياكل والمقابض المصنوعة من الخشب لأصناف البند 96.03؛  # ف - الأصناف الداخلة في الفصل 97 (مثل، التحف الفنية). ",,,,,"ملاحظة 1:","44","This Chapter does not cover : # (a)   Wood, in chips, in shavings, crushed, ground or powdered, of a kind used primarily in perfumery, in pharmacy, or for insecticidal, fungicidal or similar purposes (heading 12.11); #  (b)   Bamboos or other materials of a woody nature of a kind used primarily for plaiting, in the rough, whether or not split, sawn lengthwise or cut to length (heading 14.01); #  (c)   Wood, in chips, in shavings, ground or powdered, of a kind used primarily in dyeing or in tanning (heading 14.04); #(d)   Activated charcoal (heading 38.02); # (e)   Articles of heading 42.02; #(f)   Goods of Chapter 46; #(g)   Footwear or parts thereof of Chapter 64; #(h)    Goods of Chapter 66 (for example, umbrellas and walking‑sticks and parts thereof); #  (ij)   Goods of heading 68.08; #(k)   Imitation jewellery of heading 71.17; #(l)   Goods of Section XVI or Section XVII (for example, machine parts, cases, covers, cabinets for machines and apparatus and wheelwrights’ wares); #   (m)  Goods of Section XVIII (for example, clock cases and musical instruments and parts thereof); #(n)   Parts of firearms (heading 93.05); # (o)   Articles of Chapter 94 (for example, furniture, luminaires and lighting fittings, prefabricated buildings); #(p)   Articles of Chapter 95 (for example, toys, games, sports requisites); #(q)   Articles of Chapter 96 (for example, smoking pipes and parts thereof, buttons, pencils, and monopods, bipods, tripods and similar articles) excluding bodies and handles, of wood, for articles of heading 96.03; or #(r)   Articles of Chapter 97 (for example, works of art).",,,,,"Note 1: "
"170","وفقـاً لمفهوم هذا الفصـل، يقصد بعبارة "" خشـب مكثف "" الخشب الذي أخضع لمعالجة كيميائية أو فيزيائية (فى حالة الصفائح المجمعة يجب أن تكون المعالجة بما يزيد عن الحد اللازم لمجرد التماسك) بحيث تزيد كثافتة أو صلابته وفى نفس الوقت تحسن مقاومته الميكانيكية أو مقاومته للمؤثرات الكيميائية أو الكهربائية",,,,,"ملاحظة 2:","44","In this Chapter, the expression “densified wood” means wood which has been subjected to chemical or physical treatment (being, in the case of layers bonded together, treatment in excess of that needed to ensure a good bond), and which has thereby acquired increased density or hardness together with improved mechanical strength or resistance to chemical or electrical agencies.",,,,,"Note 2:"
"171","تطبق أحكام البنود من 44.14 حـتى 44.21 عـلى الأصنـاف المصنوعة من ألواح دقائق أو جزيئات الخشب ""الحبيبى"" أو ألواح مماثلة أو من ألواح من ألياف، أو من الخشب المنضـد ""الصفائحى"" أو من الخشب المكثف، مثلما تطبق على الأصناف المماثلة، المصنوعة من الخشب الطبيعى، المقابلة لتلك الأصناف",,,,,"ملاحظة 3:","44","Headings 44.14 to 44.21 apply to articles of the respective descriptions of particle board or similar board, fibreboard, laminated wood or densified wood as they apply to such articles of wood.",,,,,"Note 3:"
"172","إن منتجات البنود 44.10 أو 44.11 أو 44.12 قد تكون مشغولة بالأشكال التي تهيأ بها أصناف البند 44.09، أى قد تكون مقوسة أو مموجة أو مثقبة أو مقطعة أو مهيأة بأشكال غير مربعة ولا مستطيلة، أو أخضعت لأية عملية أخرى، بشرط ألا تضفى عليها هذه العملية صفة الأصناف الداخلة في بنود أخر.",,,,,"ملاحظة 4:","44","Products of heading 44.10, 44.11 or 44.12 may be worked to form the shapes provided for in respect of the goods of heading 44.09, curved, corrugated, perforated, cut or formed to shapes other than square or rectangular or submitted to any other operation provided it does not give them the character of articles of other headings.",,,,,"Note 4:"
"173","لايشمل البند 44.17 العدد التي تكون نصالها أو أجزاؤها العاملة أو سطحها العامل أو الأجزاء العاملة الأخر مكونة من أى من المواد المحددة في الملاحظة 1 من الفصل 82",,,,,"ملاحظة 5:","44","Heading 44.17 does not apply to tools in which the blade, working edge, working surface or other working part is formed by any of the materials specified in Note 1 to Chapter 82.",,,,,"Note 5:"
"174","مع مراعاة أحكام الملاحظة 1 أعلاه، وما لم ينص عليه خلافاً لذلك، فإن أى إشارة إلى عبارة ""خشب"" في أى بند من بنود هذا الفصل تنطبق أيضاً على البوص الهندى (بامبو) والمواد الأخر ذات الطبيعة الخشبية",,,,,"ملاحظة 6:","44","Subject to Note 1 above and except where the context otherwise requires, any reference to “wood” in a heading of this Chapter applies also to bamboos and other materials of a woody nature.",,,,,"Note 6:"
"175","لايشمل هذا الفصل : # أ  -  أصناف الأحذية وأجزاؤها الداخلة في الفصل 64 ؛ # ب -  أغطية الرأس وأجزاؤها الداخلة في الفصل 65 ؛  # ج -  الأصنـاف الداخلة في الفصـل 95 (مثل، لعب الأطفال وألعاب المجتمعات وأدوات ولوازم الرياضة).",,,,,"ملاحظة 1:","45","This Chapter does not cover : #(a) Footwear or parts of footwear of Chapter 64; #(b) Headgear or parts of headgear of Chapter 65; or # (c) Articles of Chapter 95 (for example, toys, games, sports requisites).",,,,,"Note 1: "
"176"," يقصد بعبارة ""مواد ضفر"" فى هذا الفصل، المواد التى هى بحالة أو بشكل ملائم للضفر أو الجدل أو العمليات المماثلة؛ وهى تشمل القش وأفنان الصفصاف والبوص الهندى (بامبو) والأسل وقصبات الغاب وأشرطة الخشب، وسلخ النباتات الأخر، (مثل ، الأشرطة من لحاء النباتات أو مـن الأوراق الضيقــة والرافيـا أو الأشـرطة المتحصـل عليها من أوراق النباتات العريضة) أو الألياف النسجية الطبيعية غير المغزولة أو الشعيرات المفردة والقدد والأشكال المماثلة من لدائن وأشرطة الورق، ما عدا السلخ من جلد أو جلد مجدد أو أشرطة اللباد أو اللامنسوجات أو الشعر البشرى أو شعر الخيل أو فتائل أو خيوط أو الشعيرات المفردة والصفيحـات والأشكال المماثلة من المواد النسجية الداخلة فى الفصل 54. ",,,,,"ملاحظة 1:","46","In this Chapter the expression “plaiting materials” means materials in a state or form suitable for plaiting, interlacing or similar processes; it includes straw, osier or willow, bamboos, rattans, rushes, reeds, strips of wood, strips of other vegetable material (for example, strips of bark, narrow leaves and raffia or other strips obtained from broad leaves), unspun natural textile fibres, monofilament and strip and the like of plastics and strips of paper, but not strips of leather or composition leather or of felt or nonwovens, human hair, horsehair, textile rovings or yarns, or monofilament and strip and the like of Chapter 54.",,,,,"Note 1: "
"177","لايشمل هذا الفصل : # أ - أغطية الجدران الداخلة فى البند 48.14 ؛ # ب - خيوط الحزم والحبال والقلوس(الحبال الغليظة)، مضفورة أو غير مضفورة (البند 56.07)؛ # ج - الأحذية وأغطية الرأس أو أجزاؤها، الداخلة فى الفصل 64 أو الفصل 65؛ # د - المركبات أو أبدانها المصنعة من أصناف صناعة السلال (الفصل 87) ؛  # هـ - الأصناف الداخلة فى الفصل 94 (مثل ، الأثاث والمصابيح وأجهزة الإنارة). ",,,,,"ملاحظة 2:","46","This Chapter does not cover : # (a) Wall coverings of heading 48.14; #(b) Twine, cordage, ropes or cables, plaited or not (heading 56.07); # (c) Footwear or headgear or parts thereof of Chapter 64 or 65; # (d) Vehicles or bodies for vehicles of basketware (Chapter 87); or # (e) Articles of Chapter 94 (for example, furniture, luminaires and lighting fittings).",,,,,"Note 2:"
"178","تعتبر "" مواد ضفر وضفائر وأصناف مماثلة من مواد ضفر مترابطة بالتوازى "" بالمعنى المقصود فى البند 46.01 ، الأصناف المكونة من مواد الضفر والضفائر والأصناف المماثلة من مواد ضفر متجاورة مترابطة بالتوازى، بشكل مسطح، وإن كانت بواسطة أربطة من مواد نسجية مغزولة. ",,,,,"ملاحظة 3:","46","For the purposes of heading 46.01, the expression “plaiting materials, plaits and similar products of plaiting materials, bound together in parallel strands” means plaiting materials, plaits and similar products of plaiting materials, placed side by side and bound together, in the form of sheets, whether or not the binding materials are of spun textile materials.",,,,,"Note 3:"
"179","لأغراض تطبيق البند 47.02، فإن عبارة ""عجائن الخشب الكيميائية للإذابة"" تعنى عجائن الخشب الكيميائية المحتوية على جزء لايذوب بنسبة 92% وزناً أو أكثر، وذلك فى حالة عجائن الخشب المصنوعة بطريقة الصودا أو الكبريتات (السلفات)، أو بنسبة 88% وزناً أو أكثر فى حالة عجائن الخشب المصنوعة بطريقة الكبريتيت (ثانى السلفيت) وذلك بعد ساعة من وضعها فى محـلول الصـودا الكاوية المحتوى على 18% من هيدروكسيد الصوديوم عند درجة حرارة 20 مئـوية، وبالنسبة لعجائن الخشب المصنوعة بطريقة الكبريتيت (ثانى السلفيت) فيجب ألا تتجاوز نسبة الرماد فيها 0.15% من وزنها .",,,,,"ملاحظة 1:","47","For the purposes of heading 47.02, the expression “chemical wood pulp, dissolving grades” means chemical wood pulp having by weight an insoluble fraction of 92 % or more for soda or sulphate wood pulp or of 88 % or more for sulphite wood pulp after one hour in a caustic soda solution containing 18 % sodium hydroxide (NaOH) at 20 °C, and for sulphite wood pulp an ash content that does not exceed 0.15 % by weight.",,,,,"Note 1: "
"180","لأغراض تطبيق هذا الفصل، وما لم ينص على خلاف ذلك، تشمل عبارة "" ورق "" الورق والورق المقوى، دون الأخذ بعين الإعتبار السماكة أو الوزن بالمتر المربع ",,,,,"ملاحظة 1:","48","For the purposes of this Chapter, except where the context otherwise requires, a reference to “paper” includes references to paperboard (irrespective of thickness or weight per m2).",,,,,"Note 1: "
