id,material,name ,band ,clearanceFeeExport,priceImport,clearanceFee,priceFull,type,priceExport,note
97314,[87084000] Џб»  џнн— «б”—Џ… (ћн—»жя”),Џб»  џнн— «б”—Џ… (ћн—»жя”),87084000,2,225,75,300,ж“д,0,
97315,"[87085000] гЌ«ж— ѕ«ЁЏ… –«   —ян»«  гџн—… бб”—Џ… (ѕнЁ—«д” ""differential)° ж≈д я«д  г“жѕ… »гяжд«  √ќ—м бдёб «бЌ—я… ( —«д”гн”нжд ""transmission"") жгЌ«ж— Ќ«гб… (џн— ѕ«ЁЏ… ""non-driving-axels","гЌ«ж— ѕ«ЁЏ… –«   —ян»«  гџн—… бб”—Џ… (ѕнЁ—«д” ""differential)° ж≈д я«д  г“жѕ… »гяжд«  √ќ—м бдёб «бЌ—я… ( —«д”гн”нжд ""transmission"") жгЌ«ж— Ќ«гб… (џн— ѕ«ЁЏ… ""non-driving-axels",87085000,2,225,75,300,ж“д,0,
97316,[87087000] ѕж«бн» (Џћб« ) ж√ћ“«ƒе« жбж«“ге«,ѕж«бн» (Џћб« ) ж√ћ“«ƒе« жбж«“ге«,87087000,2,225,75,300,ж“д,0,
97317,"[87088000] √дўг… «б Џбнё "" suspension system ""ж√ћ“«ƒе« (»г« Ён –бя) гќЁ÷«  ’ѕг«  (√гж— н”ж—« ) (г«’«  «б’ѕг«  ""shock-absorbers","√дўг… «б Џбнё "" suspension system ""ж√ћ“«ƒе« (»г« Ён –бя) гќЁ÷«  ’ѕг«  (√гж— н”ж—« ) (г«’«  «б’ѕг«  ""shock-absorbers",87088000,2,225,75,300,ж“д,0,
97318,[87089100] г»—ѕ«  «бЌ—«—… »«бг«Ѕ (—«ѕн«  ж—« ) ж√ћ“«ƒе«,г»—ѕ«  «бЌ—«—… »«бг«Ѕ (—«ѕн«  ж—« ) ж√ћ“«ƒе«,87089100,2,225,75,300,ж“д,0,
97319,"[87089200] я« г«  ’ж  жгж«”н— Џж«ѕг (√‘Ўг«д«  ""echappements"") ж√ћ“«ƒе«","я« г«  ’ж  жгж«”н— Џж«ѕг (√‘Ўг«д«  ""echappements"") ж√ћ“«ƒе«",87089200,2,225,75,300,ж“д,0,
97320,[87089300] гЏ‘ё«  (ѕ»—н«ћ) ж√ћ“«ƒе«,гЏ‘ё«  (ѕ»—н«ћ) ж√ћ“«ƒе«,87089300,2,225,75,300,ж“д,0,
97321,"[87089400] Ў«—«  ж√Џгѕ… жЏб» «бён«ѕ… («бѕн—ня”нжд ""direction"") ж√ћ“«ƒе« ","Ў«—«  ж√Џгѕ… жЏб» «бён«ѕ… («бѕн—ня”нжд ""direction"") ж√ћ“«ƒе« ",87089400,2,225,75,300,ж“д,0,
97322,[87089500] √ян«” √г«д еж«∆н… гЏ дў«г ббдЁќ Ї ж√ћ“«ƒе«,√ян«” √г«д еж«∆н… гЏ дў«г ббдЁќ Ї ж√ћ“«ƒе«,87089500,2,225,75,300,ж“д,0,
97323,[87089900] џн—е«,џн—е«,87089900,2,225,75,300,ж“д,0,
97324,[87091100] яе—»«∆н…,яе—»«∆н…,87091100,2,225,75,300,Џѕѕ,0,
97325,[87091900] џн—е«,џн—е«,87091900,2,225,75,300,Џѕѕ,0,
97326,[87099000] √ћ“«Ѕ,√ћ“«Ѕ,87099000,2,225,75,300,ж“д,0,
97327,[87111000] гће“… »гЌ—я «‘ Џ«б ѕ«ќбн –н гя«»” б«   ћ«ж“ ”Џ… «”Ўж«д е 50 ”г3,гће“… »гЌ—я «‘ Џ«б ѕ«ќбн –н гя«»” б«   ћ«ж“ ”Џ… «”Ўж«д е 50 ”г3,87111000,2,150,50,200,ж“д,0,
97328,[87112000] гће“… »гЌ—я «‘ Џ«б ѕ«ќбн –н гя«»”  “нѕ ”Џ… «”Ўж«д е Џд 50 ”г3 жб«   ћ«ж“ 250 ”г3,гће“… »гЌ—я «‘ Џ«б ѕ«ќбн –н гя«»”  “нѕ ”Џ… «”Ўж«д е Џд 50 ”г3 жб«   ћ«ж“ 250 ”г3,87112000,2,150,50,200,ж“д,0,
97329,[87113000] гће“… »гЌ—я «‘ Џ«б ѕ«ќбн –н гя«»”  “нѕ ”Џ… «”Ўж«д е Џд 250 ”г3 жб«   ћ«ж“ 500 ”г3,гће“… »гЌ—я «‘ Џ«б ѕ«ќбн –н гя«»”  “нѕ ”Џ… «”Ўж«д е Џд 250 ”г3 жб«   ћ«ж“ 500 ”г3,87113000,2,150,50,200,ж“д,0,
97330,[87114000] гће“… »гЌ—я «‘ Џ«б ѕ«ќбн –н гя«»”  “нѕ ”Џ… «”Ўж«д е Џд 500 ”г3 жб«   ћ«ж“ 800 ”г3,гће“… »гЌ—я «‘ Џ«б ѕ«ќбн –н гя«»”  “нѕ ”Џ… «”Ўж«д е Џд 500 ”г3 жб«   ћ«ж“ 800 ”г3,87114000,2,150,50,200,ж“д,0,
97331,[87115000] гће“… »гЌ—я «‘ Џ«б ѕ«ќбн –н гя«»”  “нѕ ”Џ… «”Ўж«д е Џд 800 ”г3,гће“… »гЌ—я «‘ Џ«б ѕ«ќбн –н гя«»”  “нѕ ”Џ… «”Ўж«д е Џд 800 ”г3,87115000,2,150,50,200,ж“д,0,
97332,[87116000] гће“… »гЌ—я яе—»«∆н гд √ћб «бѕЁЏ,гће“… »гЌ—я яе—»«∆н гд √ћб «бѕЁЏ,87116000,2,150,50,200,ж“д,0,
97333,[87119000] џн—е«,џн—е«,87119000,2,150,50,200,ж“д,0,
97334,"[87120000] ѕ—«ћ«  Џ«ѕн… »Џћб нд (»н”няб« ) жѕ—«ћ«   √ќ— (»г« Ён –бя «бѕ—«ћ«  –«  Ћб«Ћ Џћб«  ж’дѕжё бб ж“нЏ), »ѕжд гЌ—я« ","ѕ—«ћ«  Џ«ѕн… »Џћб нд (»н”няб« ) жѕ—«ћ«   √ќ— (»г« Ён –бя «бѕ—«ћ«  –«  Ћб«Ћ Џћб«  ж’дѕжё бб ж“нЏ), »ѕжд гЌ—я« ",87120000,2,150,50,200,ж“д,0,
97335,[87131000]  Џ—»«  бб√‘ќ«’ «бгЏжёнд ѕжд ¬бн… «бѕЁЏ, Џ—»«  бб√‘ќ«’ «бгЏжёнд ѕжд ¬бн… «бѕЁЏ,87131000,2,150,50,200,ж“д,0,
97336,[87139000] џн—е« гд Џ—»«  «б√‘ќ«’ «бгЏжёнд,џн—е« гд Џ—»«  «б√‘ќ«’ «бгЏжёнд,87139000,2,150,50,200,ж“д,0,
97337,[87141000] √ћ“«Ѕ ббѕ—«ћ«  «бд«—н… ( »г« Ён –бя «бѕ—«ћ«  «бЏ«ѕн… «бгће“… »гЌ—я« ):,√ћ“«Ѕ ббѕ—«ћ«  «бд«—н… ( »г« Ён –бя «бѕ—«ћ«  «бЏ«ѕн… «бгће“… »гЌ—я« ):,87141000,2,150,50,200,ж“д,0,
97338,[87142000] √ћ“«Ѕ бЏ—»«  «б√‘ќ«’ «бгЏжшуёнд,√ћ“«Ѕ бЏ—»«  «б√‘ќ«’ «бгЏжшуёнд,87142000,2,150,50,200,ж“д,0,
97339,[87149100] √Ў— ж√–—Џ ‘жян… ж√ћ“«ƒе«,√Ў— ж√–—Џ ‘жян… ж√ћ“«ƒе«,87149100,2,150,50,200,ж“д,0,
97340,[87149200] √Ўж«ё (ћджЎ) ж√”н«ќ Џћб«  ,√Ўж«ё (ћджЎ) ж√”н«ќ Џћб«  ,87149200,2,150,50,200,ж“д,0,
97341,[87149300] г—«я“ Џћб«  (џн—г—«я“«бЁ—«гб) жЏћб«  г”дд… ббЏћб«  «бЎбнё… ,г—«я“ Џћб«  (џн—г—«я“«бЁ—«гб) жЏћб«  г”дд… ббЏћб«  «бЎбнё… ,87149300,2,150,50,200,ж“д,0,
97342,"[87149400] Ё—«гб°»г« Ён –бя г—«я“ «бЁ—«гб° ж√ћ“«ƒе« ","Ё—«гб°»г« Ён –бя г—«я“ «бЁ—«гб° ж√ћ“«ƒе« ",87149400,2,150,50,200,ж“д,0,
97343,[87149500] гё«Џѕ (”—жћ),гё«Џѕ (”—жћ),87149500,2,150,50,200,Џѕѕ,0,
97344,[87149600] ѕж«”«  жгћгжЏ«  «б ѕжн” ж√ћ“«ƒе«,ѕж«”«  жгћгжЏ«  «б ѕжн” ж√ћ“«ƒе«,87149600,2,150,50,200,ж“д,0,
97345,[87149900] џн—е«,џн—е«,87149900,2,150,50,200,ж“д,0,
97346,[87150000] Џ—»«  бдёб «б√ЎЁ«б ж√ћ“«ƒе«.,Џ—»«  бдёб «б√ЎЁ«б ж√ћ“«ƒе«.,87150000,2,225,75,300,ж“д,0,
97347,"[87161000] гёЎж—«  (—ж«ѕЁ) жгёЎж—«  д’Ён… гд Ў—«“ «бд«ёб« (я—Ё«д)°  бб”яд √ж ббгќнг« .","гёЎж—«  (—ж«ѕЁ) жгёЎж—«  д’Ён… гд Ў—«“ «бд«ёб« (я—Ё«д)°  бб”яд √ж ббгќнг« .",87161000,2,375,125,500,Џѕѕ,0,
97348,"[87162000] гёЎж—«  (—ж«ѕЁ) жгёЎж—«  д’Ён… –« н… «б Ќгнб √ж «б Ё—нџ °гд «б√дж«Џ «бгће“…б«” Џг«б«  “—«Џн…","гёЎж—«  (—ж«ѕЁ) жгёЎж—«  д’Ён… –« н… «б Ќгнб √ж «б Ё—нџ °гд «б√дж«Џ «бгће“…б«” Џг«б«  “—«Џн…",87162000,2,375,125,500,Џѕѕ,0,
97349,[87163100] ’е«—нћ,’е«—нћ,87163100,2,375,125,500,Џѕѕ,0,
97354,"[88010000] »«бжд«  жгд«Ўнѕ г”н—…° Ў«∆—«  ‘—«Џн… ж√ћдЌ… Ў«∆—… жЏ—»«  «бћжн… √ќ— б«  ѕЁЏ »ёж… «бгЌ—я.","»«бжд«  жгд«Ўнѕ г”н—…° Ў«∆—«  ‘—«Џн… ж√ћдЌ… Ў«∆—… жЏ—»«  «бћжн… √ќ— б«  ѕЁЏ »ёж… «бгЌ—я.",88010000,2,750,250,1000,Џѕѕ,0,
97355,"[88051000] √ће“…≈Ўб«ё «бг—я»«  «бћжн…ж√ће“…бе»жЎе«Џбм ўе—«б”Ёд ж ћен“«  гг«Ћб…,ж√ћ“«ƒе«","√ће“…≈Ўб«ё «бг—я»«  «бћжн…ж√ће“…бе»жЎе«Џбм ўе—«б”Ёд ж ћен“«  гг«Ћб…,ж√ћ“«ƒе«",88051000,2,750,250,1000,ж“д,0,
97356,[88079000] џн—е«.,џн—е«.,88079000,2,750,250,1000,ж“д,0,
97358,Ўж«Ё«  ё«»б… ббдЁќ [89071000],Ўж«Ё«  ё«»б… ббдЁќ,89071000,2,750,250,1000,ж“д,0,
97359, [89071090] џн—е«,џн—е« гд‘¬  Џ«∆г… гд бѕ«∆д ж џн— –бя,89071090,2,750,250,1000,ж“д,0,
97360,[90011000] √бн«Ё »’—н… жЌ“г жЌ»«б гд √бн«Ё »’—н…,√бн«Ё »’—н… жЌ“г жЌ»«б гд √бн«Ё »’—н…,90011000,2,225,75,300,ж“д,0,
97361,"[90012000] √бж«Ќ ж’Ё«∆Ќ гд гж«ѕ г” ёЎ»… ""polarising material""","√бж«Ќ ж’Ё«∆Ќ гд гж«ѕ г” ёЎ»… ""polarising material""",90012000,2,225,75,300,ж“д,0,
97362,[90013000] Џѕ”«  б«’ё…,Џѕ”«  б«’ё…,90013000,2,7520,2507,10027,ж“д,0,
97363,[90014000] Џѕ”«  ббдў«—«  гд “ћ«ћ,Џѕ”«  ббдў«—«  гд “ћ«ћ,90014000,2,375,125,500,ж“д,0,
97364,[90015000] Џѕ”«  ббдў«—«  гд гж«ѕ √ќ—м,Џѕ”«  ббдў«—«  гд гж«ѕ √ќ—м,90015000,2,375,125,500,ж“д,0,
97365,[90019000] џн—е« гЁ« нЌ ж’б «бн«Ё »’—н…,џн—е« гЁ« нЌ ж’б «бн«Ё »’—н…,90019000,2,375,125,500,ж“д,0,
97366,[90021100] Џѕ”«  «бг—∆н«  б√ће“… «б ё«Ў «бгд«ў— √ж б√ће“… Џ—÷ «б’ж— √ж бб√ће“… «бЁж жџ—«Ён… √ж Е.,Џѕ”«  «бг—∆н«  б√ће“… «б ё«Ў «бгд«ў— √ж б√ће“… Џ—÷ «б’ж— √ж бб√ће“… «бЁж жџ—«Ён… √ж Е.,90021100,2,375,125,500,ж“д,0,
97367,"[90021900] Џѕ”«  ббг—∆н« ,г—я»…,гд √н г«ѕ… я«д  ,Џѕ« г« я«д где« гд “ћ«ћ џн— г‘џжб »’—н«","Џѕ”«  ббг—∆н« ,г—я»…,гд √н г«ѕ… я«д  ,Џѕ« г« я«д где« гд “ћ«ћ џн— г‘џжб »’—н«",90021900,2,375,125,500,ж“д,0,
97368,"[90022000] г’«Ё (Ёб —« ),гд Џд«’— »’—н… гд √н… г«ѕ… я«д  Џѕ« г« я«д где« гд “ћ«ћ џн— г‘џжб »’—н«","г’«Ё (Ёб —« ),гд Џд«’— »’—н… гд √н… г«ѕ… я«д  Џѕ« г« я«д где« гд “ћ«ћ џн— г‘џжб »’—н«",90022000,2,375,125,500,ж“д,0,
97369,"[90029000] Џѕ”«  жгж«‘н— жг—«н« жџн—е« гд Џд«’—»’—н…,гд √н г«ѕ…,г—я»…, ‘яб √ћ“«Ѕбб√ѕж« ..,(џ г ”)","Џѕ”«  жгж«‘н— жг—«н« жџн—е« гд Џд«’—»’—н…,гд √н г«ѕ…,г—я»…, ‘яб √ћ“«Ѕбб√ѕж« ..,(џ г ”)",90029000,2,375,125,500,ж“д,0,
97370,"[90031100] √Ў— ""frames"" ж—я«∆» гд бѕ«∆д","√Ў— ""frames"" ж—я«∆» гд бѕ«∆д",90031100,2,1505,502,2007,ж“д,0,
97371,"[90031900] √Ў— ""frames"" ж—я«∆» гд гж«ѕ √ќ—","√Ў— ""frames"" ж—я«∆» гд гж«ѕ √ќ—",90031900,2,1505,502,2007,ж“д,0,
97372,"[90039000] √ћ“«Ѕ гд √Ў— ""frames"" ж—я«∆» гд гж«ѕ √ќ—м (џ г ” )","√ћ“«Ѕ гд √Ў— ""frames"" ж—я«∆» гд гж«ѕ √ќ—м (џ г ” )",90039000,2,1505,502,2007,ж“д,0,
97373,[90041000] дў«—«  ‘г”н…,дў«—«  ‘г”н…,90041000,2,750,250,1000,ж“д,0,
97374,[90049000] дў«—«  г’ЌЌ… √ж ж«ён… √ж џн—е«? жг«нг«Ћбе«. (џ г ” ),дў«—«  г’ЌЌ… √ж ж«ён… √ж џн—е«? жг«нг«Ћбе«. (џ г ” ),90049000,2,1505,502,2007,ж“д,0,
97375,[90051000] гд«ўн— гё—»… г“ѕжћ… «бЏнд,гд«ўн— гё—»… г“ѕжћ… «бЏнд,90051000,2,150,50,200,ж“д,0,
97376,[90053000] √ѕж«  √ќ—м:,√ѕж«  √ќ—м:,90053000,2,150,50,200,ж“д,0,
97377,[90059000] √ћ“«Ѕ жбж«“г ( гд«ўн— гё—»… жгд«ўн— Ёбян… √ж —«’ѕ«  жёж«Џѕе« Ї√ѕж«  Ёбян… √ќ— ж ёж«Џѕе«),√ћ“«Ѕ жбж«“г ( гд«ўн— гё—»… жгд«ўн— Ёбян… √ж —«’ѕ«  жёж«Џѕе« Ї√ѕж«  Ёбян… √ќ— ж ёж«Џѕе«),90059000,2,750,250,1000,ж“д,0,
97378,[90061000] √ће“…  ’жн— гд «б√дж«Џ «бг” Џгб… б Ќ÷н— ябн‘не«  √ж ≈”Ўж«д«  «бЎ»«Џ…,√ће“…  ’жн— гд «б√дж«Џ «бг” Џгб… б Ќ÷н— ябн‘не«  √ж ≈”Ўж«д«  «бЎ»«Џ…,90061000,2,1505,502,2007,ж“д,0,
97379,"[90063000] √ће“…бб ’жн— Ќ  «бг«Ѕ√ж бб ’жн—«бћжн,√ж«бЁЌ’ «бЎ»н..;√ће“…«б ’жн—бгќ »—«  «бЎ» «б»‘—н...","√ће“…бб ’жн— Ќ  «бг«Ѕ√ж бб ’жн—«бћжн,√ж«бЁЌ’ «бЎ»н..;√ће“…«б ’жн—бгќ »—«  «бЎ» «б»‘—н...",90063000,2,750,250,1000,ж“д,0,
97380,[90064000] √ће“… «б ’жн— –«  «б ўен— ж«бЎ»Џ «бЁж—н,√ће“… «б ’жн— –«  «б ўен— ж«бЎ»Џ «бЁж—н,90064000,2,1505,502,2007,ж“д,0,
97381,[90065300] √ће“…  ’жн— √ќ—м б√Ёб«г »‘яб бЁ«   »Џ—÷ 35 гг,√ће“…  ’жн— √ќ—м б√Ёб«г »‘яб бЁ«   »Џ—÷ 35 гг,90065300,2,1505,502,2007,ж“д,0,
97382,[90065900] √ће“…  ’жн— √ќ—м (џ г ” ),√ће“…  ’жн— √ќ—м (џ г ” ),90065900,2,1505,502,2007,ж“д,0,
97383,"[90066100] √ће“…≈Ќѕ«Ћ «б÷жЅ «бќ«ЎЁ бб ’жн— «бЁж жџ—«Ён,  Џгб »√д«»н»  Ё—нџ (Ёб«‘ ≈бя —ждн)","√ће“…≈Ќѕ«Ћ «б÷жЅ «бќ«ЎЁ бб ’жн— «бЁж жџ—«Ён,  Џгб »√д«»н»  Ё—нџ (Ёб«‘ ≈бя —ждн)",90066100,2,1505,502,2007,ж“д,0,
97384,"[90066900] √ће“…≈Ќѕ«Ћ «б÷жЅ «бќ«ЎЁ бб ’жн— «бЁж жџ—«Ён, (џ г ”)","√ће“…≈Ќѕ«Ћ «б÷жЅ «бќ«ЎЁ бб ’жн— «бЁж жџ—«Ён, (џ г ”)",90066900,2,1505,502,2007,ж“д,0,
97385,[90069100] √ћ“«Ѕ жбж«“г б√ће“… «б ’жн— «бЁж жџ—«Ён,√ћ“«Ѕ жбж«“г б√ће“… «б ’жн— «бЁж жџ—«Ён,90069100,2,750,250,1000,ж“д,0,
97386,[90069900] √ћ“«Ѕжбж«“г б√ће“…≈Ќѕ«Ћ «б÷жЅ«бќ«ЎЁ бб ’жн— «бЁж жџ—«Ён,√ћ“«Ѕжбж«“г б√ће“…≈Ќѕ«Ћ «б÷жЅ«бќ«ЎЁ бб ’жн— «бЁж жџ—«Ён,90069900,2,750,250,1000,ж“д,0,
97387,[90071000] √ће“…  ’жн— (я«гн—« ):,√ће“…  ’жн— (я«гн—« ):,90071000,2,750,250,1000,ж“д,0,
97388,[90072000] √ће“… Џ—÷,√ће“… Џ—÷,90072000,2,750,250,1000,ж“д,0,
97389,[90079100] б√ће“… «б ’жн—:,б√ће“… «б ’жн—:,90079100,2,750,250,1000,ж“д,0,
97390,[90079200] «ћ“«Ѕ жбж«“г б√ће“… «бЏ—÷  «б”ндг«∆н,«ћ“«Ѕ жбж«“г б√ће“… «бЏ—÷  «б”ндг«∆н,90079200,2,750,250,1000,ж“д,0,
97391,[90085000] √ће“… Џ—÷ ’ж— џн— г Ќ—я… (»—жћя ж—« ) ж√ће“… бб я»н— ж«б ’џн—,√ће“… Џ—÷ ’ж— џн— г Ќ—я… (»—жћя ж—« ) ж√ће“… бб я»н— ж«б ’џн—,90085000,2,750,250,1000,ж“д,0,
97392,"[90089000] √ћ“«Ѕ жбж«“г б√ће“… Џ—÷ «б’ж— џн— «бг Ќ—я…, жбб√ће“…«бЁж жџ—«Ён…бб я»н—√ж«б ’џн—(џ.г.”)","√ћ“«Ѕ жбж«“г б√ће“… Џ—÷ «б’ж— џн— «бг Ќ—я…, жбб√ће“…«бЁж жџ—«Ён…бб я»н—√ж«б ’џн—(џ.г.”)",90089000,2,750,250,1000,ж“д,0,
97393,"[90101000]  √ће“… жгЏѕ«  бб ўен— «б¬бн «бЁж жџ—«Ён √ж «б”ндг« жџ—«Ён бб√Ёб«г √ж «бж—ё° »‘яб бЁ« ° √ж ббЎ»Џ «б¬бн бб√Ёб«г «бгўе—… Џбм бЁ«  гд ж—ё «б ’жн— «бЁж жџ—«Ён:"," √ће“… жгЏѕ«  бб ўен— «б¬бн «бЁж жџ—«Ён √ж «б”ндг« жџ—«Ён бб√Ёб«г √ж «бж—ё° »‘яб бЁ« ° √ж ббЎ»Џ «б¬бн бб√Ёб«г «бгўе—… Џбм бЁ«  гд ж—ё «б ’жн— «бЁж жџ—«Ён:",90101000,2,750,250,1000,ж“д,0,
97394,"[90105000] √ће“… жгЏѕ«  √ќ—м бгќ »—«  «б ’жн— «бЁж жџ—«Ён √ж «б”ндг«∆н° ‘«‘«  г÷н∆… бЁЌ’ ’ж— «б√‘Џ… «б”б»н…:","√ће“… жгЏѕ«  √ќ—м бгќ »—«  «б ’жн— «бЁж жџ—«Ён √ж «б”ндг«∆н° ‘«‘«  г÷н∆… бЁЌ’ ’ж— «б√‘Џ… «б”б»н…:",90105000,2,750,250,1000,ж“д,0,
97395,[90106000] ‘«‘«  Џ—÷,‘«‘«  Џ—÷,90106000,2,750,250,1000,ж“д,0,
97396,[90109000] √ћ“«Ѕ жбж«“г:,√ћ“«Ѕ жбж«“г:,90109000,2,750,250,1000,ж“д,0,
97397,[90111000] гћ«е— гћ”г… (” н—нж”яж»ня),гћ«е— гћ”г… (” н—нж”яж»ня),90111000,2,375,125,500,ж“д,0,
97398,[90112000] гћ«е— «ќ—м бб ’жн— «бЁж жџ—«Ён «бѕёнё √ж «б”ндг« жЏ—«Ён «бѕёнё? жгћ«е— Џ—÷ «б’ж— «бѕёнё…,гћ«е— «ќ—м бб ’жн— «бЁж жџ—«Ён «бѕёнё √ж «б”ндг« жЏ—«Ён «бѕёнё? жгћ«е— Џ—÷ «б’ж— «бѕёнё…,90112000,2,375,125,500,ж“д,0,
97399,[90113000] гћ«е— √ќ—м (џ г ”),гћ«е— √ќ—м (џ г ”),90113000,2,375,125,500,ж“д,0,
97400,[90119000] √ћ“«Ѕ жбж«“г гћ«е— «ќ—м бб ’жн— «бЁж жџ—«Ён  √ж «б”ндг« жЏ—«Ён «бѕёнё ....,√ћ“«Ѕ жбж«“г гћ«е— «ќ—м бб ’жн— «бЁж жџ—«Ён  √ж «б”ндг« жЏ—«Ён «бѕёнё ....,90119000,2,750,250,1000,ж“д,0,
97401,[90121000] гћ«е— џн— «бгћ«е— «б»’—н…??√ће“… «дЌ—«Ё (ѕнЁ—« я жџ—«Ё ),гћ«е— џн— «бгћ«е— «б»’—н…??√ће“… «дЌ—«Ё (ѕнЁ—« я жџ—«Ё ),90121000,2,375,125,500,ж“д,0,
97402,[90129000] √ћ“«Ѕ жбж«“г гћ«е— џн— «бгћ«е— «б»’—н…??√ће“… «дЌ—«Ё (ѕнЁ—« я жџ—«Ё ),√ћ“«Ѕ жбж«“г гћ«е— џн— «бгћ«е— «б»’—н…??√ће“… «дЌ—«Ё (ѕнЁ—« я жџ—«Ё ),90129000,2,375,125,500,ж“д,0,
97403,[90131000] гд«ўн—  Ќѕнѕ «б√еѕ«Ё бб√”бЌ…? гд«ўн— «б√Ёё (»н—ж”яж»« )? гд«ўн— г’гг… бб¬б«  ж«б√ѕж«  ж «б«ће“… ж«бгЏѕ«  «бѕ«ќб… Ён е–« «бЁ’б «ж Ён «бё”г 16,гд«ўн—  Ќѕнѕ «б√еѕ«Ё бб√”бЌ…? гд«ўн— «б√Ёё (»н—ж”яж»« )? гд«ўн— г’гг… бб¬б«  ж«б√ѕж«  ж «б«ће“… ж«бгЏѕ«  «бѕ«ќб… Ён е–« «бЁ’б «ж Ён «бё”г 16,90131000,2,375,125,500,ж“д,0,
97404,"[90132000] √ће“… бн“— , Џѕ« «б’г«г«  «бЋд«∆н… ббн“—","√ће“… бн“— , Џѕ« «б’г«г«  «бЋд«∆н… ббн“—",90132000,2,375,125,500,ж“д,0,
97405,[90138000] √ѕж«  жгЏѕ«  ж√ће“… √ќ—м:,√ѕж«  жгЏѕ«  ж√ће“… √ќ—м:,90138000,2,375,125,500,ж“д,0,
97406,[90139000] √ћ“«Ѕ жбж«“г гд (√ће“… я—н” «б ”«∆б..√ће“… бн“—..√ѕж«  жгЏѕ«  ж√ће“… »’—н… √ќ—м),√ћ“«Ѕ жбж«“г гд (√ће“… я—н” «б ”«∆б..√ће“… бн“—..√ѕж«  жгЏѕ«  ж√ће“… »’—н… √ќ—м),90139000,2,1505,502,2007,ж“д,0,
97407,"[90141000] »ж’б« ,»г« Ёне« »ж’б«  «бгб«Ќе","»ж’б« ,»г« Ёне« »ж’б«  «бгб«Ќе",90141000,2,750,250,1000,ж“д,0,
97408,"[90142000] √ће“… ж√ѕж«  ббгб«Ќ… «бћжн… √ж «бЁ÷«∆н…,(Џѕ« «б»ж’б« )","√ће“… ж√ѕж«  ббгб«Ќ… «бћжн… √ж «бЁ÷«∆н…,(Џѕ« «б»ж’б« )",90142000,2,1505,502,2007,ж“д,0,
97409,"[90148000] √ће“… ж√ѕж«  √ќ— ббгб«Ќ…,(џ.г.”)","√ће“… ж√ѕж«  √ќ— ббгб«Ќ…,(џ.г.”)",90148000,2,1505,502,2007,ж“д,0,
97410,[90149000] √ћ“«Ѕ жбж«“г бб»ж’б«  жб√ће“… ж√ѕж«  «бгб«Ќ…,√ћ“«Ѕ жбж«“г бб»ж’б«  жб√ће“… ж√ѕж«  «бгб«Ќ…,90149000,2,750,250,1000,ж“д,0,
97412,[90152000] г“ж«… ён«” «б“ж«н«(Ћнжѕжбн )ж√ће“… г”Ќ «б√—÷ ( «янжг —),г“ж«… ён«” «б“ж«н«(Ћнжѕжбн )ж√ће“… г”Ќ «б√—÷ ( «янжг —),90152000,2,1505,502,2007,ж“д,0,
97413,[90153000] гё«нн” «бг” жн« ,гё«нн” «бг” жн« ,90153000,2,1505,502,2007,ж“д,0,
97414,[90154000] √ѕж«  ж√ће“… ббг”«Ќ… »«б ’жн—,√ѕж«  ж√ће“… ббг”«Ќ… »«б ’жн—,90154000,2,1505,502,2007,ж“д,0,
97415,"[90158000] √ће“… ж√ѕж«  √ќ—ббг”«Ќ…жбЏбг  ќЎнЎ «бгн«е √ж «бгЌнЎ«  √ж..√ж Ў»нЏ… «б√—÷,(џ.г.”)","√ће“… ж√ѕж«  √ќ—ббг”«Ќ…жбЏбг  ќЎнЎ «бгн«е √ж «бгЌнЎ«  √ж..√ж Ў»нЏ… «б√—÷,(џ.г.”)",90158000,2,1505,502,2007,ж“д,0,
97416,[90159000] √ћ“«Ѕ жбж«“г бб√ће“… ж «б√ѕж«  ббг”«Ќ… жбЏбг  ќЎнЎ «бгн«е жЏбг ..«бѕ«ќб… Ён «б»дѕ   9015,√ћ“«Ѕ жбж«“г бб√ће“… ж «б√ѕж«  ббг”«Ќ… жбЏбг  ќЎнЎ «бгн«е жЏбг ..«бѕ«ќб… Ён «б»дѕ   9015,90159000,2,1505,502,2007,ж“д,0,
97417,"[90160000] гж«“нд Ќ”«”…  »бџ Ќ”«”н е« 5 ”џ √ж √ёб° ж≈д я«д   г“жѕ… »’дћ« е«.","гж«“нд Ќ”«”…  »бџ Ќ”«”н е« 5 ”џ √ж √ёб° ж≈д я«д   г“жѕ… »’дћ« е«.",90160000,2,375,125,500,ж“д,0,
97418,[90171000] Ў«жб«  ж¬б«  бб—”г ж≈д я«д  –« н… «бЌ—я…,Ў«жб«  ж¬б«  бб—”г ж≈д я«д  –« н… «бЌ—я…,90171000,2,375,125,500,ж“д,0,
97419,[90172000] √ѕж«  √ќ— бб—”г √ж «б ќЎнЎ √ж «бЌ”«»(џ г ” ),√ѕж«  √ќ— бб—”г √ж «б ќЎнЎ √ж «бЌ”«»(џ г ” ),90172000,2,375,125,500,ж“д,0,
97420,[90173000] гня—жг —«  жгё«нн” »Џѕ гд“бё… жгЏ«нн—,гня—жг —«  жгё«нн” »Џѕ гд“бё… жгЏ«нн—,90173000,2,225,75,300,ж“д,0,
